event_id,timestamp_start,timestamp_end,event_type,road_id,location_description,severity,duration_minutes,affected_lanes,response_team_dispatched,response_time_min,casualties,description,cause,weather_condition,road_name,road_type,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,surface_condition,last_maintenance_date,latitude_start,longitude_start,latitude_end,longitude_end,district,toll_rate_rp,avg_daily_traffic
EVT-01679,2024-02-20 13:04:00,2024-02-20 13:59:00,Jalan Ditutup,RD-0200,Jl. MT Haryono - Cawang,Major,55,4,1,28,0,Kecelakaan tunggal,Kecelakaan tunggal,Hujan Ringan,Jl. Segment 200,Jalan Tol,18.1,8,80,14744,1,0,Cukup,2024-01-01,-6.174337,106.778904,-6.157797,106.79117,Kemang,5000,16047
EVT-01680,2024-03-19 08:38:00,2024-03-19 10:48:00,Kendaraan Mogok,RD-0135,Jl. Gajah Mada - Mangga Dua,Minor,130,4,1,13,0,Curah hujan tinggi,Kendaraan mogok di jalan,Berawan,Jl. Segment 135,Jalan Tol,14.8,8,80,12128,1,0,Baik,2022-06-14,-6.233788,106.838651,-6.229607,106.824592,Senayan,25000,15745
EVT-01681,2024-01-02 16:16:00,2024-01-02 16:52:00,Jalan Ditutup,RD-0058,Jl. Asia Afrika - Gelora Bung Karno,Major,36,2,1,8,0,Kendaraan terguling,Pemasangan marka jalan,Hujan Sedang,Jl. Segment 58,Jalan Lokal,1.9,1,40,707,0,1,Cukup,2022-08-24,-6.133348,106.85001,-6.129656,106.852343,Pluit,0,661
EVT-01682,2024-01-24 18:12:00,2024-01-24 23:52:00,Kemacetan Parah,RD-0197,Jl. Sudirman - Bundaran HI,Critical,340,3,1,7,0,Insiden struktur jalan,Kecelakaan tabrakan belakang,Hujan Ringan,Jl. Segment 197,Jalan Arteri,3.3,6,60,8130,1,0,Baik,2024-03-17,-6.227477,106.949193,-6.208348,106.961205,Cibubur,0,6064
EVT-01683,2024-03-24 21:17:00,2024-03-24 21:55:00,Kecelakaan,RD-0010,Jl. MT Haryono - Cawang,Minor,38,4,1,14,0,Kendaraan terguling,Kecelakaan beruntun,Berawan,Jl. Segment 10,Jalan Lingkungan,2.7,1,30,553,0,1,Baik,2022-09-10,-6.160512,106.968443,-6.148262,106.96569,PIK,0,738
EVT-01684,2024-02-13 05:28:00,2024-02-13 07:06:00,Jalan Ditutup,RD-0148,Jl. Pemuda - Senen,Moderate,98,1,0,0,0,Konvoi kendaraan resmi,Kendaraan mogok di jalan,Hujan Lebat,Jl. Segment 148,Jalan Tol,7.8,4,80,6028,1,0,Cukup,2022-06-05,-6.107267,106.727882,-6.087672,106.739956,Menteng,15000,6095
EVT-01685,2024-03-14 05:27:00,2024-03-14 06:42:00,Kendaraan Mogok,RD-0070,Jl. Kramat Raya - Senen,Major,75,1,1,12,0,Drainase tersumbat,Proyek perbaikan jalan,Hujan Ringan,Jl. Segment 70,Jalan Kolektor,1.2,4,50,3384,0,0,Rusak Ringan,2023-11-02,-6.174122,106.991179,-6.180048,107.004336,Depok,0,3569
EVT-01686,2024-02-19 00:06:00,2024-02-19 04:59:00,Banjir,RD-0102,Jl. Hayam Wuruk - Harmoni,Moderate,293,3,1,23,0,Proyek perbaikan jalan,Konvoi kendaraan resmi,Cerah,Jl. Segment 102,Jalan Lingkungan,1.0,2,40,984,0,0,Baik,2022-11-25,-6.148128,106.978344,-6.143584,106.984453,Depok,0,1357
EVT-01687,2024-03-02 01:53:00,2024-03-02 09:31:00,Acara Khusus,RD-0106,Jl. Rasuna Said - Setiabudi,Moderate,458,4,1,28,0,Drainase tersumbat,Kecelakaan tunggal,Hujan Sedang,Jl. Segment 106,Jalan Lokal,1.9,1,30,769,0,1,Baik,2023-07-29,-6.298551,106.832264,-6.298378,106.832858,Pluit,0,553
EVT-01688,2024-02-29 08:38:00,2024-02-29 14:37:00,Pohon Tumbang,RD-0137,Jl. Casablanca - Kampung Melayu,Moderate,359,4,1,5,0,Kendaraan mogok di jalan,Kendaraan mogok di jalan,Cerah,Jl. Segment 137,Jalan Lingkungan,2.1,1,40,444,0,0,Baik,2023-09-14,-6.240589,106.743749,-6.227502,106.751237,Bekasi,0,532
EVT-01689,2024-01-21 20:48:00,2024-01-22 04:26:00,Acara Khusus,RD-0027,Jl. Raya Bogor - Cibubur,Major,458,4,1,17,0,Insiden struktur jalan,Insiden struktur jalan,Berawan,Jl. Segment 27,Jalan Tol,23.2,4,120,7092,1,0,Baik,2022-08-18,-6.331469,106.820205,-6.331732,106.833046,Bekasi,25000,8579
EVT-01690,2024-02-29 15:21:00,2024-02-29 17:00:00,Kendaraan Mogok,RD-0014,Jl. Raya Bogor - Cibubur,Major,99,2,1,26,0,Kecelakaan tabrakan belakang,Pemasangan marka jalan,Cerah,Jl. Segment 14,Jalan Lokal,1.8,1,20,778,0,0,Cukup,2022-08-10,-6.219377,106.809475,-6.200861,106.794587,Kuningan,0,835
EVT-01691,2024-01-30 00:49:00,2024-01-30 02:21:00,Protes/Unjuk Rasa,RD-0068,Jl. HR Rasuna Said - Casablanca,Moderate,92,1,1,31,0,Konvoi kendaraan resmi,Curah hujan tinggi,Hujan Sedang,Jl. Segment 68,Jalan Kolektor,3.0,2,50,2710,0,0,Rusak Ringan,2023-09-04,-6.294868,106.911435,-6.279477,106.899857,Cibubur,0,2133
EVT-01692,2024-02-13 09:19:00,2024-02-13 11:10:00,Kendaraan Mogok,RD-0073,Jl. Casablanca - Kampung Melayu,Moderate,111,4,0,0,0,Perbaikan saluran air,Konvoi kendaraan resmi,Hujan Ringan,Jl. Segment 73,Jalan Kolektor,1.5,4,50,5840,0,0,Baik,2023-05-01,-6.210248,106.992234,-6.226769,106.997742,Menteng,0,7800
EVT-01693,2024-01-25 05:14:00,2024-01-25 06:34:00,Pohon Tumbang,RD-0182,Jl. Jend. Gatot Subroto - Slipi,Moderate,80,4,0,0,0,Festival jalanan,Insiden struktur jalan,Berawan,Jl. Segment 182,Jalan Lingkungan,1.7,1,20,681,0,1,Rusak Berat,2024-01-31,-6.104177,106.76465,-6.103834,106.773412,PIK,0,1203
EVT-01694,2024-02-26 20:05:00,2024-02-27 01:19:00,Acara Khusus,RD-0022,Jl. HR Rasuna Said - Casablanca,Major,314,3,1,16,0,Kecelakaan tunggal,Jalan rusak,Hujan Lebat,Jl. Segment 22,Jalan Tol,10.2,4,120,6608,1,0,Baik,2022-05-13,-6.328966,106.707738,-6.311757,106.692739,Blok M,7000,6766
EVT-01695,2024-02-10 19:20:00,2024-02-10 22:51:00,Kemacetan Parah,RD-0165,Jl. Satrio - Mega Kuningan,Moderate,211,2,1,13,0,Kecelakaan beruntun,Kecelakaan beruntun,Hujan Sedang,Jl. Segment 165,Jalan Lingkungan,1.9,2,20,1228,0,1,Baik,2023-04-01,-6.194788,106.799688,-6.192493,106.80675,Cibubur,0,2592
EVT-01696,2024-02-09 03:38:00,2024-02-09 07:18:00,Pohon Tumbang,RD-0135,Jl. Thamrin - Monas,Moderate,220,1,1,32,0,Insiden struktur jalan,Kendaraan mogok di jalan,Hujan Sedang,Jl. Segment 135,Jalan Tol,14.8,8,80,12128,1,0,Baik,2022-06-14,-6.233788,106.838651,-6.229607,106.824592,Senayan,25000,15745
EVT-01697,2024-03-19 05:53:00,2024-03-19 09:10:00,Protes/Unjuk Rasa,RD-0031,Jl. Raya Bogor - Cibubur,Minor,197,3,1,10,0,Perbaikan saluran air,Kecelakaan tunggal,Hujan Lebat,Jl. Segment 31,Jalan Kolektor,4.6,4,60,3264,0,0,Baik,2023-07-04,-6.302765,106.825749,-6.312727,106.836804,Bekasi,0,4867
EVT-01698,2024-03-31 18:40:00,2024-03-31 22:40:00,Pohon Tumbang,RD-0084,Jl. MT Haryono - Cawang,Moderate,240,3,1,23,0,Proyek perbaikan jalan,Kendaraan mogok di jalan,Hujan Lebat,Jl. Segment 84,Jalan Tol,20.7,6,120,11262,1,0,Baik,2022-12-21,-6.112149,106.862129,-6.117636,106.867166,Cakung,25000,10516
EVT-01699,2024-01-15 21:55:00,2024-01-15 22:30:00,Jalan Ditutup,RD-0195,Jl. KS Tubun - Slipi,Minor,35,1,0,0,0,Bahan berbahaya tumpah,Festival jalanan,Hujan Lebat,Jl. Segment 195,Jalan Tol,23.6,4,100,6244,0,0,Rusak Ringan,2022-04-24,-6.114807,106.862922,-6.130317,106.882122,Kelapa Gading,25000,10256
EVT-01700,2024-03-13 22:34:00,2024-03-14 00:56:00,Jalan Ditutup,RD-0166,Jl. KS Tubun - Slipi,Moderate,142,4,0,0,0,Kecelakaan beruntun,Curah hujan tinggi,Berawan,Jl. Segment 166,Jalan Lingkungan,2.4,1,40,781,0,0,Rusak Ringan,2024-01-27,-6.28512,106.733146,-6.284932,106.741688,Grogol,0,586
EVT-01701,2024-01-25 13:41:00,2024-01-25 17:23:00,Pohon Tumbang,RD-0118,Jl. Asia Afrika - Gelora Bung Karno,Moderate,222,3,0,0,0,Kecelakaan beruntun,Kendaraan mogok di jalan,Hujan Lebat,Jl. Segment 118,Jalan Tol,10.9,8,100,13272,1,0,Cukup,2024-02-05,-6.177667,106.941969,-6.161197,106.953914,Menteng,10000,17227
EVT-01702,2024-01-18 23:05:00,2024-01-19 05:03:00,Kemacetan Parah,RD-0066,Jl. Sudirman - Bundaran HI,Moderate,358,4,1,5,0,Insiden struktur jalan,Pemasangan marka jalan,Hujan Lebat,Jl. Segment 66,Jalan Lingkungan,0.7,2,30,880,0,0,Baik,2023-09-22,-6.2594,106.913179,-6.268692,106.917074,Senen,0,981
EVT-01703,2024-01-15 12:06:00,2024-01-15 15:13:00,Kemacetan Parah,RD-0010,Jl. Raya Bogor - Cibubur,Major,187,1,1,39,0,Drainase tersumbat,Drainase tersumbat,Hujan Sedang,Jl. Segment 10,Jalan Lingkungan,2.7,1,30,553,0,1,Baik,2022-09-10,-6.160512,106.968443,-6.148262,106.96569,PIK,0,738
EVT-01704,2024-01-16 22:02:00,2024-01-16 23:56:00,Konvoi,RD-0044,Jl. Satrio - Mega Kuningan,Moderate,114,3,1,27,0,Bahan berbahaya tumpah,Proyek perbaikan jalan,Berawan,Jl. Segment 44,Jalan Kolektor,2.4,4,50,5176,0,0,Baik,2023-12-23,-6.229034,106.831505,-6.209939,106.835268,Blok M,0,7289
EVT-01705,2024-01-04 14:47:00,2024-01-04 15:08:00,Kendaraan Mogok,RD-0162,Jl. Sudirman - Bundaran HI,Major,21,1,1,33,0,Konvoi kendaraan resmi,Bahan berbahaya tumpah,Cerah,Jl. Segment 162,Jalan Lingkungan,2.6,1,20,602,0,0,Baik,2023-07-23,-6.247404,106.867174,-6.235457,106.851023,Mangga Dua,0,941
EVT-01706,2024-02-01 15:54:00,2024-02-02 03:35:00,Acara Khusus,RD-0138,Jl. Jend. Sudirman - Semanggi,Moderate,701,2,1,31,0,Festival jalanan,Jalan rusak,Cerah,Jl. Segment 138,Jalan Arteri,8.8,4,80,5120,0,0,Baik,2022-12-02,-6.340068,106.862903,-6.350709,106.870282,Senen,0,7167
EVT-01707,2024-01-23 12:34:00,2024-01-23 14:41:00,Protes/Unjuk Rasa,RD-0157,Jl. Raden Saleh - Salemba,Major,127,1,1,14,0,Drainase tersumbat,Festival jalanan,Berawan,Jl. Segment 157,Jalan Lingkungan,2.0,1,40,671,0,0,Baik,2022-05-29,-6.332067,106.899775,-6.340955,106.881408,Blok M,0,1026
EVT-01708,2024-01-06 00:44:00,2024-01-06 10:41:00,Banjir,RD-0017,Jl. Raden Saleh - Salemba,Critical,597,1,1,35,0,Insiden struktur jalan,Pemasangan marka jalan,Hujan Ringan,Jl. Segment 17,Jalan Lingkungan,2.5,2,30,1450,0,0,Rusak Ringan,2022-07-18,-6.131182,106.871686,-6.120366,106.882082,Sunter,0,1785
EVT-01709,2024-03-08 13:21:00,2024-03-08 19:15:00,Banjir,RD-0108,Jl. Pemuda - Senen,Major,354,2,1,40,0,Perbaikan saluran air,Curah hujan tinggi,Berawan,Jl. Segment 108,Jalan Tol,19.3,4,80,6528,1,0,Baik,2023-03-19,-6.200129,106.855835,-6.197016,106.851585,Depok,15000,9713
EVT-01710,2024-01-21 12:34:00,2024-01-21 16:11:00,Jalan Ditutup,RD-0018,Jl. Rasuna Said - Setiabudi,Moderate,217,4,1,21,0,Perbaikan saluran air,Kendaraan mogok di jalan,Hujan Sedang,Jl. Segment 18,Jalan Lokal,2.0,2,40,1130,0,1,Baik,2022-07-06,-6.155299,106.704811,-6.1648,106.717272,Depok,0,1227
EVT-01711,2024-02-20 07:42:00,2024-02-20 12:00:00,Protes/Unjuk Rasa,RD-0033,Jl. Jend. Sudirman - Semanggi,Minor,258,3,1,45,0,Kendaraan mogok di jalan,Festival jalanan,Cerah,Jl. Segment 33,Jalan Arteri,6.7,4,80,5848,1,1,Baik,2024-02-15,-6.133781,106.923052,-6.130973,106.912178,Cawang,0,10333
EVT-01712,2024-02-26 14:17:00,2024-02-26 19:18:00,Kemacetan Parah,RD-0082,Jl. KS Tubun - Slipi,Moderate,301,2,0,0,0,Perbaikan saluran air,Proyek perbaikan jalan,Hujan Sedang,Jl. Segment 82,Jalan Kolektor,3.6,2,60,2254,0,1,Baik,2023-06-08,-6.288364,106.817472,-6.278796,106.813958,Senayan,0,3442
EVT-01713,2024-01-18 06:19:00,2024-01-18 08:37:00,Kendaraan Mogok,RD-0004,Jl. Rasuna Said - Setiabudi,Major,138,2,1,45,0,Bahan berbahaya tumpah,Konvoi kendaraan resmi,Hujan Lebat,Jl. Segment 4,Jalan Kolektor,1.8,4,60,4160,0,1,Rusak Berat,2022-05-17,-6.112216,106.954036,-6.122268,106.958261,Mangga Dua,0,6145
EVT-01714,2024-02-08 03:22:00,2024-02-10 17:10:00,Perbaikan Jalan,RD-0100,Jl. HR Rasuna Said - Casablanca,Minor,3708,3,0,0,0,Pemasangan marka jalan,Kendaraan mogok di jalan,Hujan Lebat,Jl. Segment 100,Jalan Kolektor,2.6,4,50,4304,0,0,Baik,2023-04-29,-6.118532,106.874538,-6.123287,106.888525,Menteng,0,8935
EVT-01715,2024-01-30 11:12:00,2024-01-30 14:40:00,Acara Khusus,RD-0014,Jl. Rasuna Said - Setiabudi,Moderate,208,4,1,31,0,Perbaikan saluran air,Festival jalanan,Berawan,Jl. Segment 14,Jalan Lokal,1.8,1,20,778,0,0,Cukup,2022-08-10,-6.219377,106.809475,-6.200861,106.794587,Kuningan,0,835
EVT-01716,2024-03-12 07:10:00,2024-03-12 12:14:00,Konvoi,RD-0124,Jl. Proklamasi - Menteng,Major,304,4,1,23,0,Bahan berbahaya tumpah,Kecelakaan tunggal,Hujan Ringan,Jl. Segment 124,Jalan Kolektor,4.3,4,60,4600,0,1,Baik,2023-02-05,-6.148069,106.991064,-6.167257,106.989665,Sudirman,0,3972
EVT-01717,2024-02-21 07:08:00,2024-02-21 08:09:00,Protes/Unjuk Rasa,RD-0135,Jl. Hayam Wuruk - Harmoni,Minor,61,2,1,19,0,Jalan rusak,Jalan rusak,Cerah,Jl. Segment 135,Jalan Tol,14.8,8,80,12128,1,0,Baik,2022-06-14,-6.233788,106.838651,-6.229607,106.824592,Senayan,25000,15745
EVT-01718,2024-02-07 03:01:00,2024-02-07 07:46:00,Banjir,RD-0158,Jl. Raden Saleh - Salemba,Minor,285,3,1,23,0,Kecelakaan tabrakan belakang,Kecelakaan beruntun,Hujan Lebat,Jl. Segment 158,Jalan Lingkungan,1.7,2,30,1130,0,1,Baik,2024-02-10,-6.309833,106.811116,-6.313206,106.798932,Senen,0,1234
EVT-01719,2024-03-15 14:13:00,2024-03-15 16:51:00,Banjir,RD-0082,Jl. Diponegoro - Cikini,Minor,158,2,1,9,0,Kecelakaan tabrakan belakang,Festival jalanan,Berawan,Jl. Segment 82,Jalan Kolektor,3.6,2,60,2254,0,1,Baik,2023-06-08,-6.288364,106.817472,-6.278796,106.813958,Senayan,0,3442
EVT-01720,2024-02-22 13:20:00,2024-02-22 15:08:00,Kendaraan Mogok,RD-0051,Jl. Proklamasi - Menteng,Moderate,108,2,1,6,0,Pemasangan marka jalan,Jalan rusak,Hujan Ringan,Jl. Segment 51,Jalan Tol,18.6,4,120,7540,0,0,Baik,2023-08-14,-6.14526,106.981656,-6.163189,106.972645,Kelapa Gading,10000,10056
EVT-01721,2024-02-13 19:32:00,2024-02-13 20:29:00,Kendaraan Mogok,RD-0083,Jl. Diponegoro - Cikini,Moderate,57,3,1,27,1,Pemasangan marka jalan,Perbaikan saluran air,Berawan,Jl. Segment 83,Jalan Lokal,2.5,2,40,1044,0,1,Cukup,2022-06-09,-6.306966,106.707473,-6.300107,106.726683,Cakung,0,1799
EVT-01722,2024-02-02 00:41:00,2024-02-02 06:26:00,Konvoi,RD-0074,Jl. Rasuna Said - Setiabudi,Minor,345,2,1,8,0,Pemasangan marka jalan,Pemasangan marka jalan,Hujan Ringan,Jl. Segment 74,Jalan Tol,13.5,8,80,13168,0,0,Cukup,2022-09-16,-6.270629,106.975717,-6.280447,106.95679,Sunter,5000,16205
EVT-01723,2024-03-30 14:14:00,2024-03-30 15:06:00,Pohon Tumbang,RD-0179,Jl. Casablanca - Kampung Melayu,Minor,52,3,1,27,0,Festival jalanan,Bahan berbahaya tumpah,Hujan Ringan,Jl. Segment 179,Jalan Lokal,0.5,2,20,1576,0,0,Cukup,2023-03-31,-6.182548,106.959081,-6.197524,106.972516,Mangga Dua,0,2909
EVT-01724,2024-01-09 04:22:00,2024-01-09 07:04:00,Konvoi,RD-0186,Jl. Rasuna Said - Setiabudi,Minor,162,4,0,0,0,Kecelakaan tabrakan belakang,Pemasangan marka jalan,Hujan Sedang,Jl. Segment 186,Jalan Lokal,2.6,1,30,789,0,1,Cukup,2023-09-26,-6.206924,106.99838,-6.219062,106.981287,Kemang,0,767
EVT-01725,2024-01-12 11:49:00,2024-01-12 16:33:00,Banjir,RD-0197,Jl. Gatot Subroto - Kuningan,Moderate,284,2,1,14,0,Kendaraan terguling,Kecelakaan tabrakan belakang,Cerah,Jl. Segment 197,Jalan Arteri,3.3,6,60,8130,1,0,Baik,2024-03-17,-6.227477,106.949193,-6.208348,106.961205,Cibubur,0,6064
EVT-01726,2024-01-27 23:19:00,2024-01-28 07:16:00,Acara Khusus,RD-0134,Jl. Gajah Mada - Mangga Dua,Critical,477,3,1,40,0,Drainase tersumbat,Curah hujan tinggi,Hujan Lebat,Jl. Segment 134,Jalan Tol,21.1,8,100,14184,1,0,Baik,2024-02-01,-6.153774,106.934111,-6.171932,106.925736,Mangga Dua,15000,18523
EVT-01727,2024-01-21 09:05:00,2024-01-21 14:09:00,Konvoi,RD-0100,Jl. Satrio - Mega Kuningan,Moderate,304,4,1,20,0,Festival jalanan,Perbaikan saluran air,Hujan Ringan,Jl. Segment 100,Jalan Kolektor,2.6,4,50,4304,0,0,Baik,2023-04-29,-6.118532,106.874538,-6.123287,106.888525,Menteng,0,8935
EVT-01728,2024-01-28 10:08:00,2024-01-28 10:53:00,Pohon Tumbang,RD-0022,Jl. Hayam Wuruk - Harmoni,Critical,45,2,1,45,0,Festival jalanan,Kecelakaan tunggal,Berawan,Jl. Segment 22,Jalan Tol,10.2,4,120,6608,1,0,Baik,2022-05-13,-6.328966,106.707738,-6.311757,106.692739,Blok M,7000,6766
EVT-01729,2024-03-25 00:43:00,2024-03-25 02:10:00,Pohon Tumbang,RD-0022,Jl. Jend. Gatot Subroto - Slipi,Moderate,87,4,1,9,0,Kendaraan terguling,Jalan rusak,Hujan Lebat,Jl. Segment 22,Jalan Tol,10.2,4,120,6608,1,0,Baik,2022-05-13,-6.328966,106.707738,-6.311757,106.692739,Blok M,7000,6766
EVT-01730,2024-01-30 23:50:00,2024-01-31 00:21:00,Kendaraan Mogok,RD-0140,Jl. Jend. Gatot Subroto - Slipi,Moderate,31,1,0,0,0,Kecelakaan beruntun,Kendaraan mogok di jalan,Cerah,Jl. Segment 140,Jalan Lingkungan,1.3,1,40,534,0,0,Cukup,2023-02-17,-6.122682,106.788572,-6.112428,106.805151,Cawang,0,971
EVT-01731,2024-03-20 18:16:00,2024-03-21 06:05:00,Acara Khusus,RD-0121,Jl. MT Haryono - Cawang,Major,709,2,1,18,0,Insiden struktur jalan,Kendaraan terguling,Hujan Lebat,Jl. Segment 121,Jalan Kolektor,3.3,2,40,2504,0,0,Rusak Ringan,2023-02-05,-6.269115,106.804108,-6.283287,106.784845,Kuningan,0,4123
EVT-01732,2024-03-26 21:06:00,2024-03-27 00:56:00,Acara Khusus,RD-0128,Jl. Satrio - Mega Kuningan,Minor,230,3,1,32,0,Bahan berbahaya tumpah,Insiden struktur jalan,Hujan Ringan,Jl. Segment 128,Jalan Lingkungan,2.4,2,40,1414,0,0,Rusak Berat,2022-07-02,-6.34636,106.780884,-6.344607,106.768011,PIK,0,1102
EVT-01733,2024-02-08 23:52:00,2024-02-09 00:28:00,Kemacetan Parah,RD-0013,Jl. Casablanca - Kampung Melayu,Minor,36,3,0,0,0,Konvoi kendaraan resmi,Bahan berbahaya tumpah,Hujan Lebat,Jl. Segment 13,Jalan Tol,18.7,8,120,12040,0,0,Baik,2023-01-03,-6.335083,106.788392,-6.344905,106.788398,Blok M,10000,13255
EVT-01734,2024-01-09 18:10:00,2024-01-09 22:24:00,Protes/Unjuk Rasa,RD-0189,Jl. Jend. Sudirman - Semanggi,Moderate,254,3,1,36,0,Bahan berbahaya tumpah,Pemasangan marka jalan,Hujan Ringan,Jl. Segment 189,Jalan Tol,10.9,6,100,9720,1,0,Rusak Ringan,2023-01-07,-6.170515,106.801495,-6.182615,106.819482,Senen,5000,10044
EVT-01735,2024-01-25 02:59:00,2024-01-25 10:15:00,Acara Khusus,RD-0127,Jl. Pemuda - Senen,Major,436,3,1,35,0,Pemasangan marka jalan,Festival jalanan,Hujan Lebat,Jl. Segment 127,Jalan Lokal,2.8,1,40,560,0,0,Baik,2023-08-07,-6.329858,106.887392,-6.337049,106.903885,Grogol,0,796
EVT-01736,2024-02-26 23:13:00,2024-02-26 23:32:00,Kendaraan Mogok,RD-0104,Jl. Asia Afrika - Gelora Bung Karno,Major,19,2,1,38,0,Kendaraan terguling,Kecelakaan tunggal,Hujan Lebat,Jl. Segment 104,Jalan Kolektor,3.1,4,60,3672,0,0,Cukup,2023-01-02,-6.197976,106.951912,-6.188277,106.932685,Depok,0,3016
EVT-01737,2024-01-16 12:17:00,2024-01-18 11:18:00,Perbaikan Jalan,RD-0175,Jl. Hayam Wuruk - Harmoni,Moderate,2821,1,0,0,0,Kecelakaan tabrakan belakang,Kecelakaan beruntun,Cerah,Jl. Segment 175,Jalan Arteri,9.2,4,50,6140,1,1,Baik,2023-07-16,-6.140247,106.809493,-6.136517,106.818214,Kemang,0,7900
EVT-01738,2024-02-12 21:55:00,2024-02-13 04:30:00,Banjir,RD-0083,Jl. Diponegoro - Cikini,Moderate,395,3,1,43,0,Curah hujan tinggi,Insiden struktur jalan,Hujan Sedang,Jl. Segment 83,Jalan Lokal,2.5,2,40,1044,0,1,Cukup,2022-06-09,-6.306966,106.707473,-6.300107,106.726683,Cakung,0,1799
EVT-01739,2024-03-26 20:48:00,2024-03-26 21:25:00,Kecelakaan,RD-0156,Jl. Pemuda - Senen,Critical,37,4,1,10,0,Perbaikan saluran air,Insiden struktur jalan,Berawan,Jl. Segment 156,Jalan Kolektor,5.0,2,50,2136,0,1,Baik,2023-09-01,-6.221012,106.987461,-6.22253,106.97259,Kuningan,0,1888
EVT-01740,2024-02-10 22:14:00,2024-02-11 01:09:00,Banjir,RD-0049,Jl. Raden Saleh - Salemba,Major,175,1,1,19,0,Konvoi kendaraan resmi,Jalan rusak,Hujan Lebat,Jl. Segment 49,Jalan Arteri,9.4,6,50,8484,1,1,Cukup,2022-09-02,-6.104959,106.888168,-6.099909,106.876058,PIK,0,5462
EVT-01741,2024-01-09 17:16:00,2024-01-09 22:06:00,Konvoi,RD-0017,Jl. Diponegoro - Cikini,Critical,290,4,1,5,0,Insiden struktur jalan,Kecelakaan beruntun,Hujan Sedang,Jl. Segment 17,Jalan Lingkungan,2.5,2,30,1450,0,0,Rusak Ringan,2022-07-18,-6.131182,106.871686,-6.120366,106.882082,Sunter,0,1785
EVT-01742,2024-01-17 00:21:00,2024-01-17 04:01:00,Jalan Ditutup,RD-0138,Jl. Hayam Wuruk - Harmoni,Major,220,3,1,17,0,Festival jalanan,Kecelakaan tabrakan belakang,Hujan Sedang,Jl. Segment 138,Jalan Arteri,8.8,4,80,5120,0,0,Baik,2022-12-02,-6.340068,106.862903,-6.350709,106.870282,Senen,0,7167
EVT-01743,2024-01-22 23:33:00,2024-01-23 01:25:00,Protes/Unjuk Rasa,RD-0193,Jl. Pemuda - Senen,Minor,112,2,0,0,0,Curah hujan tinggi,Perbaikan saluran air,Hujan Sedang,Jl. Segment 193,Jalan Kolektor,4.9,4,60,3576,0,1,Rusak Ringan,2022-07-05,-6.152353,106.802273,-6.136434,106.794513,Tangerang,0,4898
EVT-01744,2024-03-16 15:34:00,2024-03-16 17:49:00,Pohon Tumbang,RD-0190,Jl. Thamrin - Monas,Minor,135,1,1,9,0,Pemasangan marka jalan,Drainase tersumbat,Hujan Ringan,Jl. Segment 190,Jalan Lingkungan,2.6,2,40,820,0,1,Rusak Berat,2023-08-01,-6.317618,106.899834,-6.308081,106.910626,PIK,0,842
EVT-01745,2024-02-26 18:35:00,2024-02-26 19:40:00,Kecelakaan,RD-0014,Jl. Raya Bogor - Cibubur,Moderate,65,3,1,40,0,Kecelakaan tunggal,Drainase tersumbat,Hujan Ringan,Jl. Segment 14,Jalan Lokal,1.8,1,20,778,0,0,Cukup,2022-08-10,-6.219377,106.809475,-6.200861,106.794587,Kuningan,0,835
EVT-01746,2024-01-27 17:55:00,2024-01-27 22:35:00,Acara Khusus,RD-0051,Jl. Pemuda - Senen,Moderate,280,1,0,0,0,Kecelakaan tunggal,Kendaraan terguling,Berawan,Jl. Segment 51,Jalan Tol,18.6,4,120,7540,0,0,Baik,2023-08-14,-6.14526,106.981656,-6.163189,106.972645,Kelapa Gading,10000,10056
EVT-01747,2024-02-23 08:03:00,2024-02-26 03:58:00,Perbaikan Jalan,RD-0050,Jl. Hayam Wuruk - Harmoni,Major,4075,4,1,27,0,Konvoi kendaraan resmi,Insiden struktur jalan,Cerah,Jl. Segment 50,Jalan Kolektor,1.3,4,50,5268,0,0,Rusak Ringan,2022-10-18,-6.289013,106.84468,-6.294917,106.858594,Senen,0,10230
EVT-01748,2024-02-29 04:15:00,2024-02-29 06:54:00,Kendaraan Mogok,RD-0198,Jl. Asia Afrika - Gelora Bung Karno,Moderate,159,4,0,0,0,Kecelakaan tabrakan belakang,Kecelakaan tunggal,Hujan Ringan,Jl. Segment 198,Jalan Lingkungan,0.9,2,20,1386,0,0,Cukup,2023-09-02,-6.342497,106.74193,-6.348195,106.730341,Blok M,0,1446
EVT-01749,2024-01-10 05:19:00,2024-01-10 05:52:00,Jalan Ditutup,RD-0017,Jl. Raden Saleh - Salemba,Major,33,3,1,19,0,Kecelakaan tunggal,Kendaraan terguling,Hujan Ringan,Jl. Segment 17,Jalan Lingkungan,2.5,2,30,1450,0,0,Rusak Ringan,2022-07-18,-6.131182,106.871686,-6.120366,106.882082,Sunter,0,1785
EVT-01750,2024-02-02 10:05:00,2024-02-02 14:29:00,Protes/Unjuk Rasa,RD-0155,Jl. Asia Afrika - Gelora Bung Karno,Critical,264,4,1,13,0,Kecelakaan tabrakan belakang,Kendaraan mogok di jalan,Hujan Lebat,Jl. Segment 155,Jalan Lingkungan,2.1,1,20,479,0,0,Cukup,2023-02-13,-6.295214,106.808284,-6.281736,106.823308,Senen,0,353
